,UniqueID,FeatureNam,FeatureSta,Count
5451,30000111096_40001526096_40001058096,Gutter,Blocked,5
5452,30000111096_40001526096_40001058096,Gutter,Open,5
5453,30000111096_40001526096_40001058096,Traffic-Lights,Overhead,2
5454,30000111096_40001535096_40001524096,Gutter,Open,1
5455,30000111096_40001543096_40001534096,Traffic-Lights,Overhead,2
5456,30000111096_40001545096_40001546096,Gutter,Open,3
5457,30000111096_40001545096_40001546096,Traffic-Lights,Ground-Mounted,1
5458,30000111096_40001545096_40001546096,Traffic-Lights,Overhead,3
5459,30000111096_40001546096_40001671096,Traffic-Lights,Ground-Mounted,1
5460,30000111096_40001546096_40001671096,Traffic-Lights,Overhead,2
5461,30000111096_40001547096_40001607096,Traffic-Lights,Ground-Mounted,1
5462,30000111096_40001547096_40001607096,Traffic-Lights,Overhead,2
5463,30000111096_40001569096_50099483096,Gutter,Open,3
5464,30000111096_40001571096_22000070096,Traffic-Lights,Overhead,4
5465,30000111096_40001667096_40001681096,Gutter,Open,2
5466,30000111096_40001710096_30000581096,Traffic-Lights,Overhead,3
5467,30000111096_40001726096_40001961096,Traffic-Lights,Overhead,5
5468,30000111096_40001727096_40001972096,Traffic-Lights,Overhead,3
5469,30000111096_40001740096_40002050096,Gutter,Open,2
5470,30000111096_40001744096_50098127096,Traffic-Lights,Overhead,5
5471,30000111096_40001754096_40001957096,Gutter,Open,1
5472,30000111096_40001754096_40001957096,Traffic-Lights,Overhead,1
5473,30000111096_40001775096_40001727096,Gutter,Open,7
5474,30000111096_40001775096_40001727096,Traffic-Lights,Overhead,3
5475,30000111096_40001784096_40001744096,Traffic-Lights,Overhead,13
5476,30000111096_40001824096_40001730096,Gutter,Blocked,2
5477,30000111096_40001824096_40001730096,Gutter,Open,2
5478,30000111096_40001954096_30000055096,Gutter,Open,3
5479,30000111096_40001954096_30000055096,Traffic-Lights,Ground-Mounted,1
5480,30000111096_40001954096_30000055096,Traffic-Lights,Overhead,2
5481,30000111096_40001961096_50099186096,Gutter,Open,6
5482,30000111096_40001961096_50099186096,Traffic-Lights,Overhead,3
5483,30000111096_40001962096_50097543096,Traffic-Lights,Overhead,3
5484,30000111096_40002073096_40002072096,Gutter,Open,1
5485,30000111096_50097315096_40001547096,Gutter,Open,2
5486,30000111096_50097315096_40001547096,Traffic-Lights,Ground-Mounted,1
5487,30000111096_50097543096_20000070096,Traffic-Lights,Overhead,5
5488,30000111096_50097874096_40001569096,Gutter,Open,2
5489,30000111096_50097874096_40001569096,Traffic-Lights,Overhead,6
5490,30000111096_50098519096_50098463096,Gutter,Open,1
5491,30000111096_50098817096_40001667096,Gutter,Open,2
5492,30000111096_50098825096_40001571096,Gutter,Open,2
5493,30000111096_50098825096_40001571096,Traffic-Lights,Overhead,2
5494,30000111096_50099483096_40001003096,Traffic-Lights,Overhead,7
5495,30000111096_50099541096_40002073096,Gutter,Open,1
5496,30000111096_50099977096_40001775096,Gutter,Open,2
5497,30000111096_BC000031_40001754096,Traffic-Lights,Overhead,3
5498,30000111098_21600264098_40001534098,Gutter,Open,2
5499,30000111098_30000058098_50099715098,Gutter,Open,1
5500,30000111098_30000058098_50099715098,Traffic-Lights,Overhead,2
5501,30000111098_40001507098_21600264098,Gutter,Blocked,1
5502,30000111098_40001507098_21600264098,Gutter,Open,3
5503,30000111098_40001628098_50098709098,Gutter,Open,1
5504,30000111098_40001632098_40001628098,Gutter,Open,4
5505,30000111098_40001682098_50099662098,Traffic-Lights,Overhead,8
5506,30000111098_40001684098_30000058098,Gutter,Open,1
5507,30000111098_50098705098_40001682098,Gutter,Open,3
5508,30000111098_50098705098_40001682098,Traffic-Lights,Overhead,4
5509,30000111098_50098708098_50099996098,Gutter,Blocked,1
5510,30000111098_50098708098_50099996098,Gutter,Open,2
5511,30000111098_50098709098_50098705098,Gutter,Open,2
5512,30000111098_50098711098_50098708098,Gutter,Open,5
5513,30000111098_50098851098_40001507098,Gutter,Open,2
5514,30000111098_50098940098_40001684098,Gutter,Open,2
5515,30000111098_50099662098_50098711098,Gutter,Open,5
5516,30000111098_50099996098_50098940098,Gutter,Open,4
5517,30000111098_80004738098_20000264098,Gutter,Open,2
5518,30000112011_20000019011_50099347011,Traffic-Lights,Ground-Mounted,3
5519,30000112011_30400191011_30000191011,Traffic-Lights,Overhead,1
5520,30000112011_40003412011_Pseudo,Gutter,Blocked,1
5521,30000112011_40003412011_Pseudo,Gutter,Open,2
5522,30000112011_40003412011_Pseudo,Traffic-Lights,Overhead,6
5523,30000112011_40003430011_50094412011,Gutter,Open,1
5524,30000112011_40003437011_50093829011,Gutter,Blocked,7
5525,30000112011_40003437011_50093829011,Gutter,Open,6
5526,30000112011_40003437011_50093829011,Traffic-Lights,Ground-Mounted,3
5527,30000112011_40003446011_40003437011,Gutter,Blocked,1
5528,30000112011_40003446011_40003437011,Gutter,Open,3
5529,30000112011_40003446011_40003437011,Traffic-Lights,Ground-Mounted,10
5530,30000112011_40003472011_30400191011,Traffic-Lights,Overhead,2
5531,30000112011_40003683011_50090213011,Gutter,Open,1
5532,30000112011_40003683011_50090213011,Traffic-Lights,Overhead,4
5533,30000112011_50090213011_Pseudo,Gutter,Blocked,2
5534,30000112011_50090213011_Pseudo,Gutter,Open,2
5535,30000112011_50091080011_40003683011,Gutter,Blocked,1
5536,30000112011_50091080011_40003683011,Gutter,Open,1
5537,30000112011_50091080011_40003683011,Traffic-Lights,Ground-Mounted,1
5538,30000112011_50091080011_40003683011,Traffic-Lights,Overhead,3
5539,30000112011_50091082011_50091080011,Gutter,Blocked,2
5540,30000112011_50091082011_50091080011,Gutter,Open,2
5541,30000112011_50093829011_50091082011,Gutter,Blocked,1
5542,30000112011_50093829011_50091082011,Gutter,Open,3
5543,30000112011_50099347011_40003446011,Gutter,Blocked,3
5544,30000112011_50099347011_40003446011,Gutter,Open,16
5545,30000112011_50099347011_40003446011,Traffic-Lights,Ground-Mounted,12
5546,30000112011_Pseudo_40003412011,Traffic-Lights,Overhead,4
5547,30000114012_20000070012_40001530012,Traffic-Lights,Overhead,4
5548,30000114012_40001525012_40001726012,Gutter,Open,1
5549,30000114012_50097620012_40001527012,Gutter,Open,2
5550,30000114012_50098300012_20000070012,Traffic-Lights,Overhead,4
5551,30000114012_50098608012_50099453012,Gutter,Open,5
5552,30000114012_50098608012_50099453012,Traffic-Lights,Overhead,4
5553,30000114012_50099245012_40001525012,Gutter,Open,1
5554,30000114012_50099388012_50097620012,Gutter,Open,2
5555,30000114012_50099388012_50099388012,Gutter,Open,2
5556,30000114012_50099439012_50098608012,Gutter,Open,4
5557,30000114012_50099439012_50098608012,Traffic-Lights,Overhead,2
5558,30000114012_50099453012_40001531012,Traffic-Lights,Overhead,4
5559,30000120081_50098275081_40001926081,Gutter,Open,1
5560,30000120081_Pseudo_BC000023,Gutter,Open,1
5561,30000122033_30000043033_50099102033,Gutter,Open,2
5562,30000122033_30000111033_40001374033,Traffic-Lights,Overhead,2
5563,30000122033_40001207033_50099690033,Traffic-Lights,Overhead,2
5564,30000122033_50099020033_50098867033,Gutter,Open,7
5565,30000122033_50099102033_50099020033,Gutter,Open,2
5566,30000122033_50099690033_40001351033,Traffic-Lights,Overhead,4
5567,30000122033_80000518033_40001207033,Traffic-Lights,Overhead,2
5568,30000125042_10400095042_80000068042,Gutter,Open,1
5569,30000125042_10400095042_80000068042,Traffic-Lights,Overhead,1
5570,30000125042_20000158042_40001629042,Gutter,Open,1
5571,30000125042_20000158042_40001629042,Traffic-Lights,Overhead,6
5572,30000125042_20000258042_50099275042,Gutter,Blocked,1
5573,30000125042_20400301042_40001728042,Traffic-Lights,Ground-Mounted,6
5574,30000125042_20400301042_40001728042,Traffic-Lights,Overhead,2
5575,30000125042_40001600042_40001721042,Traffic-Lights,Overhead,3
5576,30000125042_40001627042_50098842042,Gutter,Open,1
5577,30000125042_40001627042_50098842042,Traffic-Lights,Overhead,9
5578,30000125042_40001629042_50099241042,Gutter,Open,1
5579,30000125042_40001629042_50099241042,Traffic-Lights,Overhead,3
5580,30000125042_40001683042_50099686042,Gutter,Open,1
5581,30000125042_40001683042_50099686042,Traffic-Lights,Overhead,3
5582,30000125042_40001686042_50099164042,Gutter,Blocked,1
5583,30000125042_40001686042_50099164042,Gutter,Open,4
5584,30000125042_40001712042_40001600042,Traffic-Lights,Overhead,3
5585,30000125042_40001742042_50099111042,Gutter,Open,5
5586,30000125042_40001742042_50099111042,Traffic-Lights,Overhead,3
5587,30000125042_40401754042_40001683042,Gutter,Blocked,1
5588,30000125042_40401754042_40001683042,Gutter,Open,14
5589,30000125042_40401754042_40001683042,Traffic-Lights,Overhead,6
5590,30000125042_50098715042_50099158042,Gutter,Open,2
5591,30000125042_50098715042_50099158042,Traffic-Lights,Overhead,2
5592,30000125042_50098758042_50099058042,Gutter,Open,5
5593,30000125042_50098758042_50099058042,Traffic-Lights,Overhead,3
5594,30000125042_50098759042_50099674042,Gutter,Open,5
5595,30000125042_50098842042_40001754042,Gutter,Open,16
5596,30000125042_50098842042_40001754042,Traffic-Lights,Overhead,3
5597,30000125042_50099033042_50099291042,Gutter,Open,2
5598,30000125042_50099036042_50099470042,Traffic-Lights,Overhead,4
5599,30000125042_50099058042_50099033042,Gutter,Open,3
5600,30000125042_50099058042_50099033042,Traffic-Lights,Overhead,3
5601,30000125042_50099100042_50099287042,Gutter,Open,1
5602,30000125042_50099100042_50099287042,Traffic-Lights,Overhead,2
5603,30000125042_50099111042_50099177042,Gutter,Open,3
5604,30000125042_50099111042_50099177042,Traffic-Lights,Overhead,2
5605,30000125042_50099129042_50098715042,Gutter,Open,2
5606,30000125042_50099129042_50098715042,Traffic-Lights,Overhead,2
5607,30000125042_50099158042_30000048042,Gutter,Open,5
5608,30000125042_50099158042_30000048042,Traffic-Lights,Overhead,5
5609,30000125042_50099164042_50098759042,Gutter,Blocked,1
5610,30000125042_50099164042_50098759042,Gutter,Open,3
5611,30000125042_50099177042_50099292042,Gutter,Open,2
5612,30000125042_50099177042_50099292042,Traffic-Lights,Overhead,2
5613,30000125042_50099241042_50099906042,Gutter,Open,3
5614,30000125042_50099275042_50098711042,Gutter,Blocked,1
5615,30000125042_50099287042_50099129042,Gutter,Blocked,1
5616,30000125042_50099287042_50099129042,Traffic-Lights,Overhead,2
5617,30000125042_50099291042_50099100042,Gutter,Open,3
5618,30000125042_50099291042_50099100042,Traffic-Lights,Overhead,2
5619,30000125042_50099292042_50098758042,Gutter,Open,5
5620,30000125042_50099470042_80000069042,Traffic-Lights,Overhead,8
5621,30000125042_50099674042_20000158042,Gutter,Open,4
5622,30000125042_50099674042_20000158042,Traffic-Lights,Overhead,2
5623,30000125042_50099686042_40001745042,Gutter,Open,8
5624,30000125042_50099686042_40001745042,Traffic-Lights,Overhead,4
5625,30000125042_50099906042_40001742042,Gutter,Open,6
5626,30000125042_50099906042_40001742042,Traffic-Lights,Overhead,9
5627,30000125042_80000067042_40001627042,Traffic-Lights,Overhead,4
5628,30000125042_80000068042_80000067042,Traffic-Lights,Overhead,2
5629,30000125042_80000069042_10000095042,Traffic-Lights,Overhead,2
5630,30000126012_40001215012_50097405012,Gutter,Open,2
5631,30000126012_40001276012_50099814012,Gutter,Open,2
5632,30000126012_40001304012_40001215012,Traffic-Lights,Overhead,4
5633,30000126012_40001325012_40001304012,Traffic-Lights,Overhead,2
5634,30000126012_50097405012_30000181012,Gutter,Open,2
5635,30000126012_50097405012_30000181012,Traffic-Lights,Overhead,2
5636,30000126012_50099379012_50099941012,Gutter,Open,1
5637,30000126012_50099814012_50099379012,Gutter,Open,2
5638,30000126059_40001543059_50099778059,Gutter,Open,2
5639,30000126059_40001545059_40001543059,Traffic-Lights,Ground-Mounted,4
5640,30000126059_40001545059_40001543059,Traffic-Lights,Overhead,1
5641,30000128100_60008190100_BC000011,Gutter,Open,1
5642,30000146011_10000026011_10600026011,Traffic-Lights,Ground-Mounted,1
5643,30000146011_10600026011_80004886011,Gutter,Blocked,1
5644,30000146011_10600026011_80004886011,Gutter,Open,3
5645,30000146011_10600026011_80004886011,Traffic-Lights,Ground-Mounted,1
5646,30000146011_30000191011_40003499011,Traffic-Lights,Overhead,2
5647,30000146011_40003498011_80004889011,Gutter,Open,3
5648,30000146011_40003501011_40003498011,Gutter,Open,4
5649,30000146011_40003501011_40003498011,Traffic-Lights,Overhead,1
5650,30000146011_40003503011_50096439011,Gutter,Open,3
5651,30000146011_40003503011_50096439011,Traffic-Lights,Overhead,6
5652,30000146011_40003520011_40003503011,Gutter,Open,13
5653,30000146011_40003520011_40003503011,Traffic-Lights,Ground-Mounted,1
5654,30000146011_40003520011_40003503011,Traffic-Lights,Overhead,12
5655,30000146011_50090062011_50095835011,Gutter,Open,7
5656,30000146011_50090346011_20400025011,Gutter,Open,15
5657,30000146011_50090346011_20400025011,Traffic-Lights,Overhead,2
5658,30000146011_50090871011_40003520011,Gutter,Open,2
5659,30000146011_50090871011_50090871011,Gutter,Open,1
5660,30000146011_50092322011_50098571011,Gutter,Open,21
5661,30000146011_50092322011_50098571011,Traffic-Lights,Overhead,9
5662,30000146011_50095835011_50090346011,Gutter,Open,9
5663,30000146011_50095861011_Pseudo,Gutter,Open,3
5664,30000146011_50096439011_50090062011,Gutter,Open,9
5665,30000146011_50098571011_50090871011,Gutter,Open,6
5666,30000146011_50098571011_50090871011,Traffic-Lights,Overhead,4
5667,30000146011_80004886011_50092322011,Gutter,Open,1
5668,30000146011_80004886011_50092322011,Traffic-Lights,Overhead,2
5669,30000146011_80004889011_10000026011,Gutter,Open,2
5670,30000146011_80004889011_10000026011,Traffic-Lights,Overhead,4
5671,30000146011_Pseudo_40003501011,Gutter,Open,1
5672,30000146011_Pseudo_40003501011,Traffic-Lights,Overhead,6
5673,30000151011_40001113011_40001114011,Gutter,Blocked,1
5674,30000151011_40001116011_50096613011,Gutter,Open,1
5675,30000151011_40001118011_40001123011,Gutter,Blocked,6
5676,30000151011_40001118011_40001123011,Gutter,Open,4
5677,30000151011_40001152011_20000019011,Traffic-Lights,Overhead,2
5678,30000151011_40001155011_40001156011,Traffic-Lights,Overhead,6
5679,30000151011_40003449011_40001155011,Gutter,Open,1
5680,30000151011_40003449011_40001155011,Traffic-Lights,Overhead,2
5681,30000151011_40003451011_40001156011,Gutter,Blocked,1
5682,30000151011_40003455011_40001116011,Gutter,Blocked,2
5683,30000151011_40003460011_40001113011,Gutter,Open,1
5684,30000151011_40003461011_40003460011,Gutter,Open,1
5685,30000151011_50099928011_40001116011,Gutter,Blocked,1
5686,30000181012_20000064012_50097405012,Traffic-Lights,Overhead,3
5687,30000181012_30000126012_40001419012,Gutter,Open,2
5688,30000181012_30000126012_40001419012,Traffic-Lights,Ground-Mounted,2
5689,30000181012_30000126012_40001419012,Traffic-Lights,Overhead,5
5690,30000181012_40001221012_50098711012,Gutter,Open,1
5691,30000181012_40001248012_50099555012,Traffic-Lights,Overhead,2
5692,30000181012_40001414012_40001216012,Gutter,Open,4
5693,30000181012_40001414012_40001216012,Traffic-Lights,Overhead,3
5694,30000181012_40001414012_40001248012,Gutter,Open,2
5695,30000181012_40001414012_40001248012,Traffic-Lights,Overhead,2
5696,30000181012_40001419012_40001414012,Gutter,Open,2
5697,30000181012_40001419012_40001414012,Traffic-Lights,Overhead,9
5698,30000181012_50000901012_50098121012,Gutter,Open,3
5699,30000181012_50000901012_50098121012,Traffic-Lights,Ground-Mounted,1
5700,30000181012_50000901012_50098121012,Traffic-Lights,Overhead,2
5701,30000181012_50097405012_30000126012,Gutter,Open,1
5702,30000181012_50097405012_30000126012,Traffic-Lights,Overhead,6
5703,30000181012_50097676012_50000901012,Gutter,Open,3
5704,30000181012_50097676012_50000901012,Traffic-Lights,Ground-Mounted,2
5705,30000181012_50097676012_50000901012,Traffic-Lights,Overhead,4
5706,30000181012_50098121012_50098345012,Gutter,Open,1
5707,30000181012_50098345012_20000064012,Gutter,Open,3
5708,30000181012_50098345012_20000064012,Traffic-Lights,Overhead,3
5709,30000181012_50098637012_50098109012,Gutter,Open,1
5710,30000181012_50098711012_40001416012,Gutter,Open,1
5711,30000181012_50099374012_30400181012,Gutter,Open,2
5712,30000181012_50099555012_40001251012,Gutter,Open,1
5713,30000181012_50099591012_40001409012,Gutter,Open,1
5714,30000191011_10600040011_40003413011,Gutter,Blocked,2
5715,30000191011_10600040011_40003413011,Gutter,Open,2
5716,30000191011_10600040011_40003413011,Traffic-Lights,Overhead,4
5717,30000191011_10600240011_80004926011,Gutter,Blocked,1
5718,30000191011_10600240011_80004926011,Gutter,Open,2
5719,30000191011_10600240011_80004926011,Traffic-Lights,Overhead,3
5720,30000191011_30000112011_50093647011,Gutter,Open,3
5721,30000191011_30000112011_50093647011,Traffic-Lights,Overhead,3
5722,30000191011_30000146011_50097148011,Traffic-Lights,Overhead,5
5723,30000191011_30400191011_30400191011,Traffic-Lights,Overhead,2
5724,30000191011_30400191011_40003484011,Gutter,Open,11
5725,30000191011_30400191011_40003484011,Traffic-Lights,Overhead,4
5726,30000191011_30400191011_40003615011,Gutter,Open,1
5727,30000191011_40003413011_40003620011,Gutter,Blocked,4
5728,30000191011_40003413011_40003620011,Gutter,Open,1
5729,30000191011_40003413011_40003620011,Traffic-Lights,Overhead,2
5730,30000191011_40003428011_50096249011,Gutter,Open,1
5731,30000191011_40003428011_50096249011,Traffic-Lights,Overhead,4
5732,30000191011_40003431011_Pseudo,Gutter,Blocked,2
5733,30000191011_40003431011_Pseudo,Gutter,Open,3
5734,30000191011_40003431011_Pseudo,Traffic-Lights,Overhead,3
5735,30000191011_40003474011_30400191011,Gutter,Open,1
5736,30000191011_40003474011_40003474011,Gutter,Open,2
5737,30000191011_40003477011_40003474011,Gutter,Open,9
5738,30000191011_40003479011_50090852011,Gutter,Open,4
5739,30000191011_40003479011_50090852011,Traffic-Lights,Overhead,2
5740,30000191011_40003481011_40003639011,Gutter,Blocked,1
5741,30000191011_40003481011_40003639011,Gutter,Open,10
5742,30000191011_40003481011_50096974011,Gutter,Open,1
5743,30000191011_40003484011_40003576011,Gutter,Open,4
5744,30000191011_40003484011_40003576011,Traffic-Lights,Overhead,2
5745,30000191011_40003486011_50098436011,Traffic-Lights,Overhead,3
5746,30000191011_40003576011_40003481011,Gutter,Open,2
5747,30000191011_40003600011_80004830011,Gutter,Open,2
5748,30000191011_40003600011_80004830011,Traffic-Lights,Overhead,9
5749,30000191011_40003615011_30000112011,Gutter,Open,2
5750,30000191011_40003615011_30000112011,Traffic-Lights,Overhead,1
5751,30000191011_40003616011_40003486011,Traffic-Lights,Overhead,4
5752,30000191011_40003620011_40003650011,Gutter,Blocked,1
5753,30000191011_40003620011_40003650011,Gutter,Open,7
5754,30000191011_40003639011_40003481011,Gutter,Blocked,1
5755,30000191011_40003642011_50097175011,Traffic-Lights,Overhead,7
5756,30000191011_40003649011_50094712011,Gutter,Open,2
5757,30000191011_40003650011_80004924011,Traffic-Lights,Overhead,5
5758,30000191011_50090852011_50094002011,Gutter,Open,7
5759,30000191011_50091056011_50095063011,Gutter,Open,2
5760,30000191011_50091076011_40003485011,Traffic-Lights,Overhead,4
5761,30000191011_50092024011_29000019011,Traffic-Lights,Ground-Mounted,2
5762,30000191011_50092024011_29000019011,Traffic-Lights,Overhead,3
5763,30000191011_50093647011_80004890011,Gutter,Blocked,1
5764,30000191011_50093647011_80004890011,Gutter,Open,5
5765,30000191011_50093647011_80004890011,Traffic-Lights,Overhead,5
5766,30000191011_50094575011_40003642011,Gutter,Open,2
5767,30000191011_50094575011_40003642011,Traffic-Lights,Overhead,2
5768,30000191011_50094709011_50093402011,Gutter,Open,1
5769,30000191011_50094712011_50094709011,Gutter,Open,2
5770,30000191011_50094869011_50095915011,Gutter,Blocked,3
5771,30000191011_50094869011_50095915011,Gutter,Open,5
5772,30000191011_50095915011_40003431011,Gutter,Blocked,1
5773,30000191011_50095915011_40003431011,Gutter,Open,8
5774,30000191011_50095915011_40003431011,Traffic-Lights,Overhead,2
5775,30000191011_50096249011_10000026011,Gutter,Open,2
5776,30000191011_50096249011_10000026011,Traffic-Lights,Overhead,2
5777,30000191011_50096974011_40003479011,Gutter,Open,8
5778,30000191011_50096974011_40003479011,Traffic-Lights,Overhead,4
5779,30000191011_50097175011_50091076011,Traffic-Lights,Overhead,1
5780,30000191011_50097242011_40003477011,Gutter,Open,7
5781,30000191011_50097406011_50098804011,Gutter,Blocked,1
5782,30000191011_50097406011_50098804011,Gutter,Open,1
5783,30000191011_50098243011_40003600011,Traffic-Lights,Overhead,2
5784,30000191011_50098436011_30000146011,Traffic-Lights,Overhead,3
5785,30000191011_50098804011_50093589011,Gutter,Blocked,1
5786,30000191011_50098804011_50093589011,Gutter,Open,1
5787,30000191011_70000901011_82006999011,Traffic-Lights,Overhead,4
5788,30000191011_80004830011_10000040011,Gutter,Blocked,1
5789,30000191011_80004830011_10000040011,Traffic-Lights,Overhead,2
5790,30000191011_80004924011_10000240011,Traffic-Lights,Overhead,2
5791,30000191011_80004926011_40003649011,Gutter,Blocked,1
5792,30000191011_80004926011_40003649011,Gutter,Open,2
5793,30000191011_80004926011_40003649011,Traffic-Lights,Overhead,3
5794,30000191011_Pseudo_50094869011,Gutter,Blocked,2
5795,30000191011_Pseudo_50094869011,Gutter,Open,3
5796,30000191011_Pseudo_50098243011,Gutter,Blocked,1
5797,30000191011_Pseudo_50098243011,Gutter,Open,7
5798,30000197011_20000019011_80004990011,Gutter,Open,2
5799,30000197011_40002211011_40002160011,Traffic-Lights,Ground-Mounted,1
5800,30000197011_50096335011_40002181011,Gutter,Open,1
5801,30000197061_40001304061_50099593061,Traffic-Lights,Ground-Mounted,2
5802,30000197061_40001349061_40001304061,Traffic-Lights,Ground-Mounted,3
5803,30000197061_50099937061_40001307061,Gutter,Open,1
5804,30000197100_25000019100_40001329100,Traffic-Lights,Ground-Mounted,2
5805,30000197100_50098589100_25000019100,Traffic-Lights,Ground-Mounted,1
5806,30000209057_50096508057_50096304057,Gutter,Open,1
5807,30000209057_50098205057_50095853057,Gutter,Open,1
5808,30000210051_10600040051_80000259051,Traffic-Lights,Overhead,4
5809,30000210051_30000050051_80000263051,Traffic-Lights,Overhead,3
5810,30000210051_40001010051_80000300051,Traffic-Lights,Ground-Mounted,1
5811,30000210051_40001318051_40002748051,Gutter,Open,3
5812,30000210051_40001330051_40001581051,Traffic-Lights,Overhead,4
5813,30000210051_40001341051_40001501051,Gutter,Open,3
5814,30000210051_40001382051_40001330051,Traffic-Lights,Overhead,9
5815,30000210051_40001501051_40001010051,Traffic-Lights,Ground-Mounted,1
5816,30000210051_40001501051_40001010051,Traffic-Lights,Overhead,2
5817,30000210051_40001503051_Pseudo,Gutter,Blocked,1
5818,30000210051_40002261051_40001309051,Traffic-Lights,Overhead,3
5819,30000210051_40003445051_40001382051,Gutter,Open,2
5820,30000210051_40003445051_40001382051,Traffic-Lights,Overhead,5
5821,30000210051_50096551051_50096577051,Gutter,Open,2
5822,30000210051_50096551051_50096577051,Traffic-Lights,Overhead,12
5823,30000210051_50096577051_80000261051,Traffic-Lights,Overhead,9
5824,30000210051_80000259051_40003445051,Gutter,Open,2
5825,30000210051_80000259051_40003445051,Traffic-Lights,Overhead,3
5826,30000210051_80000261051_10000040051,Traffic-Lights,Overhead,3
5827,30000210051_80000263051_50096551051,Gutter,Open,5
5828,30000210051_80000263051_50096551051,Traffic-Lights,Overhead,5
5829,30000210051_80000266051_30000050051,Traffic-Lights,Overhead,3
5830,30000210051_Pseudo_40001341051,Gutter,Blocked,2
5831,30000213057_40001388057_50099119057,Gutter,Open,2
5832,30000213057_40001553057_50099088057,Gutter,Open,2
5833,30000213057_40001560057_50098096057,Gutter,Open,4
5834,30000213057_40001609057_50098208057,Traffic-Lights,Overhead,2
5835,30000213057_40001611057_50097935057,Gutter,Open,6
5836,30000213057_50095797057_50099065057,Traffic-Lights,Overhead,6
5837,30000213057_50098096057_50096490057,Gutter,Open,4
5838,30000213057_50098146057_40001609057,Traffic-Lights,Ground-Mounted,1
5839,30000213057_50098146057_40001609057,Traffic-Lights,Overhead,2
5840,30000213057_50098208057_40001553057,Gutter,Open,3
5841,30000213057_50099065057_10000026057,Traffic-Lights,Overhead,2
5842,30000213057_50099153057_40001560057,Gutter,Blocked,1
5843,30000213057_50099153057_40001560057,Gutter,Open,1
5844,30000213057_50099153057_40001560057,Traffic-Lights,Ground-Mounted,1
5845,30000222051_20000301051_50097584051,Gutter,Open,2
5846,30000222051_40002143051_10400095051,Gutter,Open,1
5847,30000222051_40002151051_40002154051,Gutter,Open,3
5848,30000222051_40002162051_40002143051,Gutter,Open,1
5849,30000222051_40002176051_50097599051,Gutter,Blocked,5
5850,30000222051_40002344051_50099478051,Gutter,Open,4
5851,30000222051_40002347051_40002171051,Gutter,Open,2
5852,30000222051_50097578051_20400301051,Gutter,Blocked,2
5853,30000222051_50097599051_50097578051,Gutter,Open,5
5854,30000222051_50097603051_40002347051,Gutter,Blocked,3
5855,30000222051_50097603051_40002347051,Traffic-Lights,Ground-Mounted,4
5856,30000222051_50097603051_40002347051,Traffic-Lights,Overhead,2
5857,30000222051_50098804051_40002344051,Gutter,Blocked,1
5858,30000222051_50098804051_40002344051,Gutter,Open,4
5859,30000222096_10000795096_80005588096,Gutter,Open,1
5860,30000222096_20400117096_50097572096,Traffic-Lights,Overhead,2
5861,30000222096_30000581096_40001343096,Traffic-Lights,Ground-Mounted,2
5862,30000222096_40001342096_50098478096,Gutter,Open,2
5863,30000222096_40001344096_30000581096,Traffic-Lights,Ground-Mounted,3
5864,30000222096_40001378096_40001341096,Gutter,Open,3
5865,30000222096_40001505096_50097546096,Gutter,Open,4
5866,30000222096_40001505096_50097546096,Traffic-Lights,Overhead,2
5867,30000222096_40001538096_50098726096,Gutter,Open,1
5868,30000222096_50097546096_50097574096,Gutter,Open,5
5869,30000222096_50097572096_40001505096,Gutter,Open,4
5870,30000222096_50097572096_40001505096,Traffic-Lights,Overhead,4
5871,30000222096_50097574096_50099469096,Gutter,Open,3
5872,30000222096_50098267096_20400117096,Gutter,Open,3
5873,30000222096_50098478096_50098267096,Gutter,Open,4
5874,30000222096_50099376096_40001342096,Gutter,Open,1
5875,30000222096_50099469096_40001538096,Gutter,Open,2
5876,30000222096_80005586096_10400795096,Gutter,Open,2
5877,30000222096_80005588096_40001358096,Gutter,Open,1
5878,30000226059_10600040059_80002988059,Gutter,Open,2
5879,30000226059_20000221059_31000226059,Gutter,Open,1
5880,30000226059_20000221059_31000226059,Traffic-Lights,Overhead,2
5881,30000226059_31000226059_50099591059,Gutter,Open,1
5882,30000226059_40001165059_40001737059,Gutter,Open,3
5883,30000226059_40001737059_20000221059,Gutter,Open,1
5884,30000226059_40001737059_20000221059,Traffic-Lights,Overhead,3
5885,30000226059_40001740059_50099924059,Gutter,Open,2
5886,30000226059_40001741059_50099927059,Gutter,Open,2
5887,30000226059_40001741059_50099927059,Traffic-Lights,Overhead,4
5888,30000226059_40001796059_50098814059,Gutter,Open,1
5889,30000226059_40001819059_80002987059,Gutter,Blocked,1
5890,30000226059_40001819059_80002987059,Gutter,Open,7
5891,30000226059_40001819059_80002987059,Traffic-Lights,Overhead,4
5892,30000226059_40001828059_40001819059,Gutter,Blocked,1
5893,30000226059_40001828059_40001819059,Gutter,Open,11
5894,30000226059_40001828059_40001819059,Traffic-Lights,Overhead,4
5895,30000226059_50097944059_31000226059,Traffic-Lights,Ground-Mounted,1
5896,30000226059_50098722059_50097944059,Gutter,Open,1
5897,30000226059_50099227059_40001754059,Gutter,Open,2
5898,30000226059_50099290059_40001741059,Gutter,Open,4
5899,30000226059_50099290059_40001741059,Traffic-Lights,Overhead,2
5900,30000226059_50099601059_50098722059,Traffic-Lights,Ground-Mounted,2
